Post Source;Post URL;Username;Comment;clean_text
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;jokeryajoker69;Yo opo kayak ngene pelayan publik transportasi umum. Nde kota jakarta ae melayani sampai malem pergantian taun;opo kayak ngene pelayan publik transportasi nde kota jakarta ae melayani malem pergantian taun
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;lintangjss;Pancet ae cak😅;pancet ae cak
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;babu_e_voc;Sopir e Yo btw tahun baru Karo keluarga e 😂😂😂😂;sopir e btw keluarga e
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;yoessembuwarangg;yaelaa ngentid baru juga mau rencana tahun baru jalan2 naik bus suroboyo;yaelaa ngentid rencana jalan bus suroboyo
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;jalumulya;Kebiasaan buruk yang diulang terus..terus..menerus;kebiasaan buruk diulang terusterusmenerus
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;xjjul.j;loh loh, piye to kii, meneh aku kerjo ki piyee molehne budal e🥲;loh loh piye to kii meneh kerjo ki piyee molehne budal e
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;ariepbowo;Tambah ga jelas, padahal masyarakat butuh mobilitas malah layanan dipercepat selesainya;ga masyarakat butuh mobilitas layanan dipercepat selesainya
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;tiraaa.misu_;anjirrrr;anjirrrr
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;_ahmufni;Alangkah baiknya jika keputusan penyesuaian ini diberi rasionalitas juga agar bisa dipahami oleh publik.;alangkah baiknya keputusan penyesuaian rasionalitas dipahami publik
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;potongpungut;Konyol 🤣;konyol
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;rafiiii.ezt_;pekok malah jadwalnya diperpendek 😂;pekok jadwalnya diperpendek
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;ajiesantanoe;Pas jutaan orang membutuhkan malah tutup pada gak mau ketinggalan pesta tahun baru karyawan nya;pas jutaan orang membutuhkan tutup gak ketinggalan pesta karyawan nya
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;_masgelaja;Alhamdulillah isok tahun baruan bareng keluarga,;alhamdulillah isok baruan bareng keluarga
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;fridakumala;😢pulang 16.30 ..;pulang
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;tssrtp;KOK NDADAK😭;ndadak
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;tmy.tresna_;@tfsurabaya;
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;fap_wongngganteng;Kebiasaan tahunan diulamg lagi;kebiasaan tahunan diulamg
FDTS;https://www.instagram.com/p/DS4BM8NjwYY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;fitrii_efendy;Gk da rute ke ampel ya;gk da rute ampel ya
