Post Source,Post URL,Username,Comment,clean_text,lang_primary_language,lang_is_code_mixed,lang_javanese_score,lang_indonesian_score,lang_confidence
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,😂,,unknown,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,bangga sekali kita memiliki pemimpin kota seperti beliau beliau wkwk,bangga memiliki pemimpin kota beliau beliau wkwk,mixed,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,ancen ga beres😂,ancen ga beres,javanese,True,0.3333333333333333,0.0,0.3333333333333333
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Epok epok,epok epok,mixed,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,kandani sing bener ancen milih kotak kosong wingi #EriEpokEpok,kandani bener ancen milih kotak kosong wingi,javanese,True,0.2857142857142857,0.0,0.2857142857142857
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,ikan bosok dari kepala. dan Eriii bosok,ikan bosok kepala eriii bosok,mixed,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,3L resmi undur diri diganti wira wiri sing lewat kutisari. Tmbah ruwweettt😂,l resmi undur diganti wira wiri kutisari tmbah ruwweettt,mixed,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,kebacut @dishubsurabaya @cakj1 @ericahyadi_,kebacut,javanese,True,1.0,0.0,1.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,mosok kalah karo semarang owalah pemkot oh pemkot😂😂😂,mosok kalah semarang owalah pemkot oh pemkot,javanese,True,0.14285714285714285,0.0,0.14285714285714285
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"Wedi dadi ricuh sby pas taun baru, wes paling enak gk onok opo² trus ditinggal turu ae karo walikotane 😂",wedi dadi ricuh sby pas taun wes enak gk onok opo trus ditinggal turu ae walikotane,javanese,True,0.1875,0.0,0.1875
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,@ericahyadi_ pak gimana niu,gimana niu,mixed,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"luar biasa kebijakan Walikota ini, seolah-olah tahun baru hanya boleh dirayakan mereka yg punya kendaraan pribadi 👏",kebijakan walikota seolaholah dirayakan yg kendaraan pribadi,mixed,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"Welcome to kota epok², walkote epok² soale 😂",welcome to kota epok walkote epok soale,mixed,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,kebacuuut,kebacuuut,mixed,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"Waline epok-epok, wakile ngonten tok.",waline epokepok wakile ngonten tok,mixed,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,downgrade mulu @dishubsurabaya @suroboyobus,downgrade mulu,mixed,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,angkutan umum koq pakai libur 😂,angkutan koq pakai libur,javanese,True,0.25,0.0,0.25
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,deenovifatma,Harusnya klo ada keramaian taun baruan justru diperpanjang jam operasionalnya ya... Biar gak malah macet2an pake kendaraan pribadi 😢,klo keramaian taun baruan diperpanjang jam operasionalnya ya biar gak macetan pake kendaraan pribadi,javanese,False,0.07142857142857142,0.0,0.07142857142857142
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,ndpamungks,"gara"" disekat sekat iku loh min, gak jelas ancen.",gara disekat sekat loh min gak ancen,javanese,True,0.42857142857142855,0.0,0.42857142857142855
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"Wes gk onok covid ae sek atek penyekatan, sopo seng arep disekat iku. Deloken meduro iku loh losss mlebu suroboyo...",wes gk onok covid ae sek atek penyekatan sopo seng arep disekat deloken meduro loh losss mlebu suroboyo,javanese,True,0.1111111111111111,0.0,0.1111111111111111
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Entah ya... Koq bisa. kalah telak sama Trans semarang?,ya koq kalah telak trans semarang,javanese,True,0.16666666666666666,0.0,0.16666666666666666
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"""kota terbesar kedua""",kota terbesar,mixed,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"Di Bali (Trans Metro Dewata) juga sama, jam operasionalnya cm sampai jam 16:00 WITA (15:00 WIB)",bali trans metro dewata jam operasionalnya cm jam wita wib,mixed,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"Jakarta dengan transum nya emang paling terbaik sih. Di jakarta ditambah loh jam berakhir nya, di kota lain malah ttp normal ataupun jam akhirnya kena nerf (kena mundur). TIDAK ADIL SEKALI",jakarta transum nya emang terbaik sih jakarta ditambah loh jam nya kota ttp normal jam kena nerf kena mundur adil,javanese,False,0.05,0.0,0.05
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Emang kota ter L kok @surabaya tuh 😂😂😂,emang kota ter l tuh,mixed,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Pemkot ora niat,pemkot ora niat,javanese,True,0.3333333333333333,0.0,0.3333333333333333
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"Di singapura, jam operasional mrt malah diperpanjang dan ditata keluar masuknya jadi sangat tertib sekali",singapura jam operasional mrt diperpanjang ditata masuknya tertib,mixed,False,0.0,0.0,0.0
Dishub,https://www.instagram.com/p/DS6_hwUE6-B/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"Solo ya juga diskon jam operasional lho dan penghilangan rute K6 dan F11, F8 diskon tujuan akhir.",solo ya diskon jam operasional lho penghilangan rute k f f diskon tujuan,mixed,False,0.0,0.0,0.0
